Sat Apr  1 12:35:00 2017,23.0,24.0
Sat Apr  1 12:36:00 2017,25.0,24.0
Sat Apr  1 12:37:00 2017,25.0,24.0
Sat Apr  1 12:38:00 2017,25.0,24.0
Sat Apr  1 12:39:00 2017,23.0,24.0
Sat Apr  1 12:40:00 2017,23.0,24.0
Sat Apr  1 12:41:00 2017,23.0,24.0
Sat Apr  1 12:42:00 2017,22.0,24.0
Sat Apr  1 12:43:00 2017,22.0,24.0
Sat Apr  1 12:44:00 2017,22.0,24.0
Sat Apr  1 12:45:00 2017,22.0,24.0
Sat Apr  1 12:46:00 2017,22.0,24.0
Sat Apr  1 12:47:05 2017,16.0,24.0
Sat Apr  1 12:48:00 2017,16.0,24.0
Sat Apr  1 12:49:00 2017,22.0,24.0
Sat Apr  1 12:50:00 2017,21.0,24.0
Sat Apr  1 12:51:02 2017,21.0,24.0
Sat Apr  1 12:52:00 2017,16.0,24.0
Sat Apr  1 12:53:00 2017,21.0,24.0
Sat Apr  1 12:54:00 2017,22.0,24.0
Sat Apr  1 12:55:00 2017,21.0,24.0
Sat Apr  1 12:56:00 2017,22.0,24.0
Sat Apr  1 12:57:00 2017,22.0,24.0
Sat Apr  1 12:58:00 2017,22.0,24.0
Sat Apr  1 12:59:00 2017,21.0,24.0
Sat Apr  1 13:00:00 2017,21.0,24.0
Sat Apr  1 13:01:00 2017,22.0,24.0
Sat Apr  1 13:02:06 2017,16.0,24.0
Sat Apr  1 13:03:00 2017,16.0,24.0
Sat Apr  1 13:04:00 2017,22.0,24.0
Sat Apr  1 13:05:00 2017,22.0,24.0
Sat Apr  1 13:06:00 2017,22.0,24.0
Sat Apr  1 13:07:00 2017,22.0,24.0
Sat Apr  1 13:08:00 2017,22.0,24.0
Sat Apr  1 13:09:00 2017,22.0,24.0
Sat Apr  1 13:10:00 2017,22.0,24.0
Sat Apr  1 13:11:00 2017,22.0,24.0
Sat Apr  1 13:12:00 2017,22.0,24.0
Sat Apr  1 13:13:00 2017,22.0,24.0
Sat Apr  1 13:14:00 2017,22.0,24.0
Sat Apr  1 13:15:02 2017,22.0,24.0
Sat Apr  1 13:16:00 2017,16.0,24.0
Sat Apr  1 13:17:00 2017,22.0,24.0
Sat Apr  1 13:18:00 2017,22.0,24.0
Sat Apr  1 13:19:00 2017,22.0,24.0
Sat Apr  1 13:20:02 2017,22.0,24.0
Sat Apr  1 13:21:00 2017,17.0,24.0
Sat Apr  1 13:22:02 2017,22.0,24.0
Sat Apr  1 13:23:00 2017,16.0,24.0
Sat Apr  1 13:24:00 2017,22.0,24.0
Sat Apr  1 13:25:00 2017,22.0,24.0
Sat Apr  1 13:26:00 2017,22.0,24.0
Sat Apr  1 13:27:00 2017,22.0,24.0
Sat Apr  1 13:28:02 2017,22.0,24.0
Sat Apr  1 13:29:00 2017,16.0,24.0
Sat Apr  1 13:30:00 2017,22.0,24.0
Sat Apr  1 13:31:00 2017,22.0,24.0
Sat Apr  1 13:32:02 2017,21.0,24.0
Sat Apr  1 13:33:00 2017,16.0,24.0
Sat Apr  1 13:34:00 2017,20.0,24.0
Sat Apr  1 13:35:00 2017,20.0,24.0
Sat Apr  1 13:36:00 2017,19.0,24.0
Sat Apr  1 13:37:00 2017,18.0,24.0
Sat Apr  1 13:38:04 2017,16.0,24.0
Sat Apr  1 13:39:02 2017,17.0,24.0
Sat Apr  1 13:40:00 2017,16.0,24.0
Sat Apr  1 13:41:00 2017,18.0,24.0
Sat Apr  1 13:42:00 2017,17.0,24.0
Sat Apr  1 13:43:00 2017,18.0,24.0
Sat Apr  1 13:44:00 2017,17.0,24.0
Sat Apr  1 13:45:00 2017,16.0,24.0
Sat Apr  1 13:46:02 2017,16.0,24.0
Sat Apr  1 13:47:00 2017,16.0,24.0
